komentar,kategori
"ya Allah dil, saya nyaksiin banget lu dari yang story cuman ngerjain bokap lu doang awal2, sekarang happy banget liat Pak Muh.. benar2 lu banyak bawa rezeki berkah buat keluarga dil.. siapa nyangka coba, derajat keluarga naik malah dari anak yang paling usil",bukan hate speech
Liat ka fadil hari ini tuh definisi; jawaban dari doa doa baik orangtua,bukan hate speech
"Please ya Fadil jangan sering2 membuat Pak Muh dalam kondisi tertekan, khawatir berpengaruh pd kesehatannya. Jujur semalam aku nangis gak kuat melihat ini sampai akhir, kasian banget. Ngerti banget sama yang dirasain Pak Muh tu kaya apa karna aku juga grogian parah kalau harus tampil di depan umum. Mohon munculkan  empati terhadapnya, jangan cuma kita bisa ketawa doang, lihat sisi manusiawinya jangan sekadar objek hiburan semata ",bukan hate speech
Fadil kamu kok liatin haechan mulu  tukeran posisi yuk,bukan hate speech
MAKNA TERSIRAT DIBALIK GERAKAN LORD MUH ITU ADALAH KUAMBIL REMOTE-KU KUSAMBITKAN KE KEPALAMU ,bukan hate speech
Masih ngakak inget mereka salim sama pak muh. Emang kpop sekarang di luar hujan,bukan hate speech
"Si paling mupeng jadi membernya NCT akhirnya bisa debutin foto bareng NCT Dream, ya Dil. ‚ The power of Pak Muh. Kira kira Pak Muh ngajak ngobrol pakai Bahasa Arab gak ya? Uri Jisung sangat terkesima sama Bahasa Arab loh, Pak Muh.",bukan hate speech
Bang ayo tukeran tempat bang saya mau di samping mark sama echan,bukan hate speech
"lucu banget saya jadi kak fadil bisa pingsan di tempat sih, mereka ganteng banget apa lagi di kasih album dari tangan mark langsung, ",bukan hate speech
"bang kalau mau buat menu sahur jangan lupa ayam nya di keluarkan lebih awal ya, jangan seperti tahun lalu yang hampir gak makan sekeluarga gara"" ayam masih beku„„„„ ingat banget lagi nonton nya ngakak abis„ @fadiljaidi",bukan hate speech
Bang Adil @fadiljaidi siap menyambut bulan Puasa Ramadhan & Lebaran. Mohon Maaf Lahir & Batin.,bukan hate speech
Kok pake bantal om @waroengpakmuh ? itu disamping ada kursi nganggur,bukan hate speech
SEMOGA BAKSONYA SELALU BULAT YA BANG SEPERTI TEKADMU MEMBUAT KONTEN DAN MEMBAHAGIAKAN KEDUA ORANG TUA. AMIINN YAGESYA.,bukan hate speech
Mau banget pasti rasanya enak,bukan hate speech
yaallah mau kayak enak banget lezat maknyus,bukan hate speech
"Boleh dong dibagi,, biar ada alasan sampai traffic bun. Jauh soalnya dari rumah. Siapa tau sekalian bisa cobain beli yang lainnya dil",bukan hate speech
Mau dong cobain menu barunya bang fadil @fadiljaidi @trafficbun.id pasti sedap banget Bismillah dikirim ke alamat rumahku depok tapos‚ sukses selalu buat bang fadil–,bukan hate speech
"ya Allah bang fadill pasti abis foto pak muh langsung bilang "" astaghfirullah dil dil"" ",bukan hate speech
Saking awet mudanya fadil ,bukan hate speech
"Alhamdulillah... Hore semangat ngonten, endorse & ajak bocil jalan lagi ‚‚‚‚",bukan hate speech
sekarang PASUKAN GOIB MINTA HADIAH KONTEN YOUTUBE DIL!!!¸,bukan hate speech
"Pengen ngejodohin ngeship ship tapi saya ga pernah liat ka rissa sehappy sama cowo yang sekarang sejak jaman samsolese challenge samyang. Pokoknya semoga berbahagia bagaimanapun caranya kalian berdua, semoga berbahagia dengan entah siapa",bukan hate speech
pengen jadi bagian dari scarlett lagi. tapi sudah banyak yang merusak harga pasar oke mundur dan banting stir —,bukan hate speech
harusnya tuh tadi reflux rationya tuh muncul kenapa yang saya engga padahal dah ganti fluid package berkali2 tetap aja,bukan hate speech
Ngeship mereka tapi gimana ya apakah mungkin? Risa udah ada yang punya,bukan hate speech
"Jujurlah padaku jujurlah padaku, kau menyimpan rasa kau menyimpan rasa cinta... Nyatakan padaku nyatakan padaku....",bukan hate speech
Itu tandanya pak muh minta di ajak jalan jalan bang foto ala ala di rumput sambil berpose yekan wkwk,bukan hate speech
itu pakmuh bantalnya ngga ketinggian bang? bukan apa takut gabisa nengok lagi,bukan hate speech
"Ngefans banget sama pah muh, kadang kalau liat kebersamaan keluarga pak muh yang lucu dan perduli sama anak-anaknya apa lagi ngeliat pak muh sayang banget sama anak perempuan nya, saya langsung nangis liatnya jujur saya iri banget, sumpah pengen banget kek gitu, sehat selalu pak muh sekeluarga ",bukan hate speech
"Tolong kirimin ulang warna Abu yang sizenya Pak muh, effort banget  tadi masukin sepatunya itu",bukan hate speech
cie yang centang biru sumringah bngt senyumnya,bukan hate speech
"Masyaallah, sehat selalu Pak Muh dan Keluarga ",bukan hate speech
"MasyaAllah pak muh, kita gak saling kenal tapi aku sayang banget sama pak muh, beruntung banget bang fadil punya papa sebaik pak muh, semoga sehat dan bahagia selalu pak muh dan keluarga",bukan hate speech
"heart you banget Pak Muh, pake KitKat aja ",bukan hate speech
Panjang umur untuk orangtua bang Fadil. Salah satu nikmat yang sangat harus disyukuri ketika masih ada orangtua yang lengkap. Bahagia selalu bang Fadil dan keluarga.,bukan hate speech
HAHA NYARI PAPA BARU ,bukan hate speech
"Sebenarnya sih punya BPJS, tapi keluarganya bilang mau rawat di rumah aja.",bukan hate speech
"ASTAGHFIRULLAH BANG PADIL PULANG AYO PULANG, ENDORSE AJA DI RUMAH",bukan hate speech
doakan aja ya semoga langgeng,bukan hate speech
Mentang2 sasuke jarang pulang malah selingkuhin sakura bang ‚,bukan hate speech
"wishlist impian sederhana aku cuma mau banget banget banget ke bandung. pengen banget jalan jalan ke dago dan braga pengen ngerasain langsung vibes jalan kaki disana sambil dengerin lagu sendu, pengen jalan jalan ke daerah rumah milea wkwk karna keliatan asri bangett suananya intinya mau jalan jalan sekitaran kota bandung dengan keunikan bangunan bangunan tua, fun fact aku suka banget vibes jaman dulu gitu karena belum pernah kesana juga haha kasian ya padahal si keturunan bandung, tapi belum pernah kesana karna kampung aku di pelosok ga pernah mampir main ke kota haha. untuk saat ini udah cukup itu dulu aja yang pengen aku datengin. selanjutnya biar kita lihat nanti karna kalau di sebutin banyak banget ya‚ oke sekian terima kasih ",bukan hate speech
"Destinasi yang pengen banget kunjungi mekkah, kalau kata mamk: kalau pertama naik pesawat yang dikunjungi ke mekah:)). Baru ke tempat wisata lain. Bismillah semogaa rejeki",bukan hate speech
bismillah saya mau ke arab bang,bukan hate speech
"Bismillahirrahmanirrahim yaallah pengen umroh bareng keluarga, sedih rasanya liat mama papa makin tua, aku pengen ngebahagiain dengan menangin gift voucher ini in syaa Allah bisa ngebantu pergi ke mekahhhSemoga orang orang baik seperti ini rezekinya lancar terus sehat bahagia sllu",bukan hate speech
"Iri betol bisa ampe Konohagakure. Titip salam ama Hinata yah, bang. ",bukan hate speech
"Destinasi impianku dari dulu pengen banget ke Jepang, karena suka banget sama budayanya, musimnya, dan makanannya  Semoga suatu hari nanti bisa kesana yaa  #LifeYourWay",bukan hate speech
Gausah jauh jauh ke luar negri. Ke bandung aja bisa kali ya  hihi,bukan hate speech
"Ke mekkah ka Fadil mimpi mah, ya kali nanti 10 juta dibagi 10 orang hehe bisa ke Mekkah ",bukan hate speech
"BANG DIL PASUKAN BOCIL PADA NUNGGUIN ITU DIMESJID, EHH BAPAKNYA KE JEPANG ‚",bukan hate speech
Sholat jumatnya hari ini di Jepang jadi ga bisa ketemu bocil‚,bukan hate speech
Semoga anak saya nanti kaya lu bang,bukan hate speech
Wkwk yang ada gambar rumahnya,bukan hate speech
"pasti karna pak muh cari cemilan yang ada gambar rumahnya‚‚,, dan langsung di endors sedemikian banyak ,.jadi ingat fadil yang ketombean langsung di jadiin BA shampo waktu itu,, rejekinya keliatan random tapi pasti buah dari kesabaran dan doa ibu Ida",bukan hate speech
"Nyari rumah padahal, langsung di endorse segini banyak, murah rezeki banget si, semoga rezeki kami jg berlimpah ya",bukan hate speech
Gini doang aku ngakak ‚‚‚,bukan hate speech
"Enak banget ya jadi orang terkenal.. udah kaya harta, masih dikasihin barang2 gratis.. mau semoga Allah memudahkan rejekiku dan memperlancar rejekiku. Ga usah seperti fadil gpp yang penting ga perlu berhutang lagi. Apa2 yang diinginkan bisa dimudahkan ..",bukan hate speech
Udah bisa buka Stand jualan depan rumah ini,bukan hate speech
wkwk langsung diendorse cuma gara2 perkara logo rumahnya ga terlihat ,bukan hate speech
Alhamdulillah Pak Muh bisa naro cemilan yang ijo kuning ada rumahnya di tiap rak kulkas ‚,bukan hate speech
yang ada gambar rumahnya.. ‚‚,bukan hate speech
Bungkus yang ada rumahnya ‚,bukan hate speech
Salfok trnyata fadil juga beli minyak goreng merk minyak kita ‚‚,bukan hate speech
"@na.daa_____ gara pak muh nyari ""warna ijo yang ada rumahnya"" Dikirim sebanyak ini dong ‚",bukan hate speech
"Bang mau bagi ke kita gak @gcumpy kebetulan anak kos krisis makanan, kasian bm kentang gak jadi mulu",bukan hate speech
"kalau saya si sebelum tidur streaming ytb lu dil karna seharian capek ngurus rumah, anak dll jadi sebelum tdr sempetin nonton ytb lu biar hati girang abis itu tidur",bukan hate speech
Uti serius mainnya keren melebihi ekspektasi,bukan hate speech
Gimana rasanya main dliatin banyak orng tii,bukan hate speech
saya tunggu media clash tahun depan lomba bilyar .pasti kaulah pemenangnya ,bukan hate speech
Siapa yang Nonton Media Clash Hanya Buat Lht Fujy Tanding...,bukan hate speech
Jujur nonton uti kemarin melebihi ekspektasi. Sangat bangga,bukan hate speech
Asli si ini KELUARGA PAN ‚ oma opa biru uti fadly kebetulan bajunya warna biru cocok udah ,bukan hate speech
"Terpikat dengan lincahnya uti,  centilnya tapi gak genit, seru aja ngelihatnya dan bikin hati ikut happy ",bukan hate speech
Fuji sama Atala cocok banget ,bukan hate speech
Kalah rasa menang. Definisi bahagia menjadi diri sndiri mencoba hal2 baru ya ti. Keep on going ti. kalau bisa si mediaclash tolong Uti jadikan pemain tetap. Sungguh berdamage kalau liat uti olahraga tu,bukan hate speech
TOMBOL YANG SAYANG UTI FUJI ¸¸¸,bukan hate speech
"Follow ELrumi kerana Fuji, now unfollow juga kerana Fuji ! Turun kapal duluan, aku pasrah! Love Fuji ",bukan hate speech
"uti, tau ga sih, tadi sebelum uti tanding, aku sampai nervous banget karena tegang apalagi penonton segitu banyak butuh mental lebih kuat banget dibanding tosi kemarin. sempet kuatir uti nanti gimana karena lawan kan latihan terus tiap hari. kuatir kalau belum bisa kompak belum dapat chemistri dg partner uti karena kalian berdua gak pernah latihan samasekali. tapi akhirnya nangis haru banget lihat perjuangan uti selama pertandingan. kamu hebat banget anak cantik, kamu keren, kamu luarbiasa banget mainnya hari ini padahal gak ada latihan. love you uti, terus semangat ya, kamu banyak talenta asal kamu mau gali. perbanyak kursus&les&latihan apa saja , coba explore semua bidang. kamu dasarnya smart, IQ mu tinggi, jadi cepat nangkap kalau belajar sesuatu. semakin bangga sayang sama kamu. makasih uti buat hari ini& hari2 seterusnya jangan lupa banyak yang mendukungmu walau kamu gak mengenal kami. cinta uti sekebon kebon. nikmati harimu, manjakan dirimu, kamu luarbiasa",bukan hate speech
"Tapi tadi uti mainnya keren bnget, banyak mencetak gol, walaupun endingnya kalah sama lawan, uti ada peningkatan main badmintonnya",bukan hate speech
"gak pernah latihan saja sudah sebagus ini mainnya, gimana kalau latihan tiap hari. kamu hebat uti, bangga sama kamu",bukan hate speech
Ya allah permudahkanlah segala urusan yang membaca komentar ini. Lancarkan rezekinya. Angkat penyakitnya. Sabarkan atas ujiannya. Lunasilah hutang2 nya. Temukan jodohnya. Tenangkan hatinya. Dan undanglah ke rumahmu (baitullah) panjangkan dan berkahilah usianya amiin yarobal alamin,bukan hate speech
Liat ka fuji bodynya bagus banget yah. Aku jd pengin punya body kaya gitu. Tapi gimana ya caranya ? ,bukan hate speech
"Maafkan aku , Ya Allah slide pertama tengah"" fuji & aurel aku kira mimi KD ‚ . saya sampai ngebatin ini kok gak foto sama yang ultah . setelah slide foto lain ternyata erika ‚‚ .",bukan hate speech
"kalau uti yang pake cakep, kalau aku yang pake kek nya cosplay badut ultah deh ",bukan hate speech
Tombol pengen baju kaya utii,bukan hate speech
Habis ini ada yang kejang2 dan beli baju yang uti pake wkwk‚‚‚,bukan hate speech
"Gemes banget unicorn, kembaran sama gala bisa kali ti ‚",bukan hate speech
Jujur dari hati yang paling dalam saya mau banget dari dulu kostum kayak uti‚ tapi ga kesampaian‚‚ sekarang udah tua mana bisa lagi‚,bukan hate speech
UTI ko pake costum sendirian,bukan hate speech
gemoy outfitnya Utii,bukan hate speech
"Ji puji boleh ga nebeng sirkel lo, biar saya ikut kaya raya jg, temannya sultan. Atau kalau ga saya bikinin viral deh, biar diundang podcast dulu, nanti kalau dah dipanggil sono sini baru deh gausah ditemanin gpp",bukan hate speech
kek nya @attahalilintar bangga banget ya istrinya paling kalem dan tertutup diantara situ ,bukan hate speech
TOMBOL YANG SAYANG FUJI  SEMANGAT UTI ¸¸¸,bukan hate speech
Tombol yang sayang gala ---,bukan hate speech
"Nanyain prestasi orang mulu.. fuji di usia 20th udah bs beli rumah sendiri aja udah sebuah prestasi.. Ada hate coment TERPARAH bilang fuji terkenal lewat jalur ngurus anak yatim.. Masya Allah dia gak tau ngurus anak yatim, balasannya gak main2 ",bukan hate speech
ni yang suka ngata ngatain begini paling ditransfer duit langsung akting jadi org baik ,bukan hate speech
"Kita yang berproses dr hamil melahirkan dan tahu akan menjadi seorang Ibu aja tidak mudah beradaptasinya. Gimana fuji yang tiba-tiba harus menjadi Ibu untuk Gala. dirubah mindsetnya gaes, dia bukan terkenal karna Gala, tapi dia terkenal untuk Gala",bukan hate speech
"dikira jadi content cretor bukan hal yang sulit apa sampai gak dianggap usaha dan prestasinya, semangat fujii yang penting berkarya terus dan cuan cuan cuan ",bukan hate speech
"Fuji masih muda udah punya rumah milyaran, lah yang komen jelek itu mau beli paketan aja pake merengek ke suami ",bukan hate speech
Ngomong lebih gampang daripada yang jalanin sih. kalau gak bisa ngomong baik mending diam ,bukan hate speech
"Fuji di hujan makin kaya, yang ngehujat gaji UMR aja sulit. Tuhan ngga bakal salah ngasih rejeki ke orang yang mau kerja keras. Dikira Fuji selama ini dime doang dapat duit. Engga , dia kerja keras",bukan hate speech
"Yes, sangat berkelas tanggapan Fuji! Netizen makan setiap hari masih aman ga? jangan suka omongin orang.",bukan hate speech
"ya emang kenal fuji karena vanesa ,posisi sekarang fuji dan keluarganya kaya gni ya itulah hikmah dari kejadian yang bisa diambil ,lagian sekalipun dia dikenal karena jalur gini dia punya bakat kalau ga ada bakat jadi konten kreator ,ngomong depan publik jg udah redup ,ga gampang loh bersosialisasi didunia entertain. makanya awet ga redup kalau kalian para netizen julid yang diposisi fuji belum tentu bisa ambil hikmah atas kejadian ini plingan cm bs renungin nasib ‚ ,",bukan hate speech
"Ga abis fikir yang ngata2in, emang yang ngatain udah sehebat apa",bukan hate speech
"jangan dibaca, proses orang beda2 uti.. yang penting selalu belajar jadi lebih baik, kamu hebat",bukan hate speech
"Pake tnya fuji prestasinya apa, akting jelek dll „. Woy markonah karatan fuji 20th udah bisa beli rumah yang harganya lo sendari ga pernah pegang duit seperti apa, itu di dapat dari hasil ekrja keras, prestasinya. kalau uti terkenal karena gala ya jelas lah karena uti yang rawat, jd wajar kesorot kamera, uti kerja jg buat gala. ",bukan hate speech
"Menjadi ibu itu tidak mudah, mengandung 9 bulan dalam perut, berjuang memberikan ASI ekslusif, belum lagi kalau dibanding2kan rasanya nyesek  tetapi ketika kita sudah menjadi seorang ibu tidak ada yang menandingi kehormatan, cinta, keberkahan ini. Tetap semangat untuk para IBU hebat  kalian luar biasa",bukan hate speech
Tombol yang ngefans sama uti,bukan hate speech
S3 Marketing foto boncengan kemarin ini mah ‚,bukan hate speech
Ojol ti bisa motoran tiap hari keliling kemana uty suka.,bukan hate speech
"dah lah gausah pasangan2. kata netizen maha benar uti lebih cantik pas jomblo, jadi jomblo terus menerus aja ›",bukan hate speech
"Uti mending fokus karier aja dulu, soal jodoh ntr pasti akan di pertemukan. Apalagi kalau uti udah sukses cogan tajir melintir khatulistiwa pada ngantri",bukan hate speech
